pdf_path,pdf_filename,doi,study_domain,study_goal,paper_processing_status,paper_processing_error,equipment_name,aliases,manufacturer,model,equipment_type,equipment_role,short_description,typical_applications,measurement_outputs,paper_specific_use,sample_context,shared_or_local,contact_person,used_in_study,certainty,confidence_score,evidence_text,location_type,notes
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,UE52-PGM beamline,UE52-PGM beamline,,,beamline,primary,Synchrotron beamline delivering monochromatic soft X-rays to the experiment.,synchrotron soft X-ray spectroscopy | photoionization experiments | X-ray absorption studies,monochromatic soft X-ray irradiation conditions | photon-energy-dependent ion yield data,Provided the monochromatic soft X-ray beam used to irradiate trapped PAH cations.,PAH cations in a cryogenic ion trap,,,True,explicit,0.98,attached to the UE52-PGM beamline of the BESSY II synchrotron facility | Monochromatic soft X-ray beams from the BESSY II synchrotron passed axially through the linear RF trap containing the PAH cations,main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,electrospray ionization source,ESI | electrospray ionization (ESI),,,ion source,primary,Ion source used to produce gas-phase molecular ions from solution.,generation of molecular ions | mass spectrometry sample introduction | soft ionization of organic molecules,gas-phase cation beam | ionized molecular species,Used to bring the PAH cations into the gas phase before mass selection and trapping.,PAH solutions containing AgNO3 in methanol,,,True,explicit,0.95,The cationic PAH molecules were brought to the gas phase by means of electrospray ionization (ESI). | The electrosprayed PAH cations were then phase space compressed in an RF ion funnel.,main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,RF ion funnel,RF ion funnel,,,ion optics,supporting,Radio-frequency device used to compress and guide ion beams.,ion beam focusing | ion transmission enhancement | ion cooling/compression,phase-space-compressed ion beam,Used to phase-space compress the electrosprayed PAH cations prior to mass selection.,electrosprayed PAH cations,,,True,explicit,0.92,The electrosprayed PAH cations were then phase space compressed in an RF ion funnel. | The beam of molecular ions coming out from the RF funnel was mass-selected,main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,quadrupole mass filter,quadrupole mass filter,,,mass spectrometry,primary,Mass selector used to isolate ions of a chosen mass-to-charge ratio.,mass selection | ion filtering | preparation of mass-selected ion beams,mass-selected ion beam,Used to mass-select the PAH cations before trapping.,molecular ions from electrospray ionization,,,True,explicit,0.97,"The beam of molecular ions coming out from the RF funnel was mass-selected by a quadrupole mass filter | Eventually, the deflected ions were trapped in a cryogenic (≈ 20 K) quadrupole RF ion trap",main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,quadrupole RF ion trap,quadrupole RF ion trap | linear RF trap,,,ion trap,primary,Cryogenic radio-frequency ion trap used to confine molecular ions during X-ray irradiation.,storage of trapped ions | cryogenic ion spectroscopy | ion-photon interaction experiments,trapped-ion photofragmentation products | mass-resolved ion yields,Held the PAH cations at about 20 K while they were irradiated by monochromatic soft X-rays.,PAH cations with cryogenic He buffer gas,,,True,explicit,0.99,the deflected ions were trapped in a cryogenic (≈ 20 K) quadrupole RF ion trap. | Monochromatic soft X-ray beams from the BESSY II synchrotron passed axially through the linear RF trap containing the PAH cations.,main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,reflectron time-of-flight mass spectrometer,time-of-flight (TOF) mass spectrometer | TOF mass spectrometer,,,mass spectrometry,primary,Mass spectrometer used to detect photoproduct ions by flight time.,mass spectrometric identification of ions | fragment analysis | ion yield measurements,time-of-flight mass spectra | mass-to-charge resolved fragment peaks,Used to detect and record the photoproducts extracted from the ion trap.,photoproduct ions from PAH cations,,,True,explicit,0.99,"the generated photoproducts were extracted into a reflectron time-of-flight (TOF) mass spectrometer | From the obtained TOF mass spectra, partial fragment-ion yields were obtained as a function of photon energy",main_text,
data/interim/pdfs/A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,A_comparative_laboratory_study_of_soft_X-ray-induced_ionization_and_fragmentation_of_five_small_PAH_cations.pdf,10.1140/epjd/s10053-023-00763-w,atomic and molecular collisions / soft X-ray spectroscopy,To compare soft X-ray-induced ionization and fragmentation of five small PAH cations using near-edge X-ray absorption mass spectrometry and theoretical calculations.,equipment_extracted,,microchannel plate detector,MCP detector,,,detector,supporting,Detector used to register incoming ions in the time-of-flight mass spectrometer.,ion detection | time-of-flight mass spectrometry | particle counting,ion arrival times | detected ion signals,Used to detect photoproduct ions after extraction into the TOF mass spectrometer.,ions from PAH photofragmentation,,,True,explicit,0.96,where they were detected on a microchannel plate (MCP) detector | their times of arrival registered,main_text,
data/interim/pdfs/A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,10.1038/s41467-021-22293-y,nanopore biophysics / biomolecular transport,To design an artificial FG-nucleoporin and test whether it reconstitutes selective transport and binding behavior similar to the nuclear pore complex.,equipment_extracted,,quartz crystal microbalance with dissipation monitoring system,QCM-D | QSense Analyzer,Biolin Scientific,,imaging,primary,Measures mass adsorption and viscoelastic changes on sensor surfaces in real time.,surface adsorption studies | thin film characterization | biomolecular binding measurements,resonance frequency shift | dissipation shift | surface mass / film viscoelasticity,Used to measure selective binding of NupX brushes to Kap95 and to assess lack of binding to BSA and control brushes.,"gold-coated and SiN-coated quartz chips with NupX, Nsp1, or Nsp1-S coatings",,,True,explicit,0.99,"Using QCM-D, we measure selective binding of the artificial FG-Nup brushes to the transport receptor Kap95 | QCM-D data were monitored and recorded with sub-second resolution using Qsoft, which was provided by the company together with Qsense Analyzer",main_text,
data/interim/pdfs/A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,10.1038/s41467-021-22293-y,nanopore biophysics / biomolecular transport,To design an artificial FG-nucleoporin and test whether it reconstitutes selective transport and binding behavior similar to the nuclear pore complex.,equipment_extracted,,surface plasmon resonance instrument,SPR | Bionavis MP-SPR Navi 220A,Bionavis,MP-SPR Navi Tm 220A,imaging,primary,Measures surface binding and adlayer thickness through plasmon resonance changes.,binding kinetics | surface adlayer thickness estimation | surface functionalization characterization,angular reflectivity spectra | adlayer thickness | areal mass density,"Used to quantify grafting density and coating thickness of NupX, Nsp1, Nsp1-S, and MUTEG layers on sensor surfaces.",gold- and silicon dioxide-coated sensor slides; silica-coated SPR chips for nanopore functionalization protocol,,,True,explicit,0.98,we employed surface plasmon resonance (SPR) measurements | All measurements were performed using a Bionavis MP-SPR Navi Tm 220A instrument equipped with two 670-nm laser diodes,main_text,
data/interim/pdfs/A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,10.1038/s41467-021-22293-y,nanopore biophysics / biomolecular transport,To design an artificial FG-nucleoporin and test whether it reconstitutes selective transport and binding behavior similar to the nuclear pore complex.,equipment_extracted,,solid-state nanopore,SiNx nanopore | NupX-coated nanopore | biomimetic nanopore,,,beamline,primary,Nanometer-scale pore used for single-molecule ionic current translocation measurements.,single-molecule sensing | molecular translocation assays | nanopore transport/selectivity studies,ionic current traces | conductance | current blockades | dwell times | event rates,Used to test whether NupX-lined pores selectively allow Kap95 transport while blocking BSA.,glass-supported SiNx free-standing membranes with NupX functionalization,,,True,explicit,0.99,we performed electrophysiological experiments on biomimetic nanopores | Solid-state nanopores of 10–60 nm in diameter were fabricated onto a glass-supported SiNx free-standing membrane by means of TEM drilling,main_text,
data/interim/pdfs/A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,A_designer_FG-Nup_that_reconstitutes_the_selective_transport_barrier_of_the_nuclear_pore_complex.pdf,10.1038/s41467-021-22293-y,nanopore biophysics / biomolecular transport,To design an artificial FG-nucleoporin and test whether it reconstitutes selective transport and binding behavior similar to the nuclear pore complex.,equipment_extracted,,transmission electron microscope drilling setup,TEM drilling | TEM,,,fabrication,supporting,Used to fabricate nanopores by drilling holes in silicon nitride membranes.,nanopore fabrication | electron-beam drilling | micro/nanostructure modification,fabricated nanopore diameter | pore geometry,Used to drill 10–60 nm solid-state nanopores for the transport experiments.,glass-supported SiNx free-standing membranes,,,True,explicit,0.94,Solid-state nanopores of 10–60 nm in diameter were fabricated onto a glass-supported SiNx free-standing membrane by means of TEM drilling | We thank Meng-yue Wu for technical assistance on the TEM,main_text,
